check,expected,actual,status,detail
provenance matches code: outputs/audit_determinism.csv,75439b8ce5823260,66c3b24933a74d44,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/audit_output_tables.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/audit_reproducibility.csv,8a71555603fcdae5,facf0cc6f733017e,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/autofluorescence_measured.csv,605a3d6c62fb4f50,b5e08a69ee4b8734,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/autofluorescence_sensitivity.csv,4bdbf5232ff0bfbe,14ff1d521efd5353,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/batch_sufficiency.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/carotenoid_fit.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/carotenoid_heldout.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/carotenoid_parsimony.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/carotenoid_strain_capacity.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/condition_sweep.csv,fc21f0d6db55afa4,8876289a0b57a486,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/cross_family_optimism.csv,7cc0a9ec1e964e6e,c1bc38554c55c319,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/cross_family_transfer.csv,7cc0a9ec1e964e6e,c1bc38554c55c319,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/d1_capacity_sweep_ec.csv,b4af203e37aa25f9,84a205cbfb7db87f,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/d2_20260701_ER_preliminary_(RAW)__mCitrine.csv,43005c0d1ec2944d,a753d2b25b2c9416,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/d2_20260709_ER_stress_1st_(RAW)__mCitrine.csv,43005c0d1ec2944d,a753d2b25b2c9416,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/d2_g1passed_20260701_ER_preliminary_(RAW).csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/d2_g1passed_20260709_ER_stress_1st_(RAW).csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/d2_g1passed_20260722_ERandOxidativeStress_NewProtocol_ANALYSED.csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/d2_g1passed_20260728_ERandOxidativeStress_NewProtocol_Replicate2.csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/d2_g1passed_20260803_ERandoxidativestress_Replicate3.csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/env_to_product.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/env_to_product_multi.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/environment_channel.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/environment_law_scores.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/error_budget.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/estimator_accuracy.csv,bd234b3515699924,30a4327dc824785a,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_channel_response.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_channel_response_independent.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_conditions.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_conditions_independent.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_module_map.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_module_map_independent.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_module_response.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_module_response_independent.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_nulls.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_nulls_independent.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_redundancy.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_redundancy_independent.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_transfer_pairs.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/external_transfer_pairs_independent.csv,f863ae26aaa79774,5c2eecc0ad8aa253,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/fedbatch_design.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/fig01_dose_response_correction.png,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/fig01_dose_response_correction.svg,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/fig02_heldout_skill_vs_saturation.png,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/fig02_heldout_skill_vs_saturation.svg,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/fig03_transfer_honesty.png,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/fig03_transfer_honesty.svg,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/fig04_interval_robustness.png,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/fig04_interval_robustness.svg,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/figures_manifest.csv,983dfb745a5f5d04,dee477122b24044b,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/flux_experiment_design.csv,522340b141cc7d0d,241e279d9afc0c2c,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/flux_null_baseline.csv,142315568be7045b,04e35b6601171560,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/fold_multiplicity.csv,63cc53eedd17498e,701164c1907da983,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g1_20260701_ER_preliminary_(RAW).csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g1_20260709_ER_stress_1st_(RAW).csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g1_20260722_ERandOxidativeStress_NewProtocol_ANALYSED.csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g1_20260728_ERandOxidativeStress_NewProtocol_Replicate2.csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g1_20260803_ERandoxidativestress_Replicate3.csv,78266a7f7523428e,2d2e6da5c04eabaa,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g4_anchor_fold_change.csv,e15c9435826d971b,7034a72039f9dc81,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g4_reporter_response.csv,e15c9435826d971b,7034a72039f9dc81,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g4_rt_minus_qc.csv,e15c9435826d971b,7034a72039f9dc81,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/g4_verdicts.csv,e15c9435826d971b,7034a72039f9dc81,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/gain_linearity.csv,983795eb3c694233,8cb3b174b431f608,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/gem_environment_formulation.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/gem_environment_predictions.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/gem_environment_scores.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/gem_version_diff.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/glycogen_calibration.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/heldout_interpolation_by_dose.csv,f2a08f978e5414e7,d012a9b3f05218bb,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/heldout_scores.csv,f2a08f978e5414e7,d012a9b3f05218bb,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/late_window_sensitivity.csv,4bdbf5232ff0bfbe,14ff1d521efd5353,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/maintenance_scale.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/module_recovery.csv,c9095bd420dfe114,a30c9f0adb8e7021,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/nis_innovations.csv,eadd2b66341aa70d,31a0725cc0b02bb5,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/nis_summary.csv,eadd2b66341aa70d,31a0725cc0b02bb5,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/panel_calibration.csv,d7ef153edf7e8f94,e0d929fb643ba0a1,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/parameter_provenance.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/phb_environment_score.csv,24f9ea946d404d9c,5a925b9a21459d47,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/power_analysis.csv,ef632de3fe4702e2,17ab31cb7c6eaa25,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/product_environment_coverage.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/product_environment_sweep.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/product_prediction.csv,2e569891c1a65595,d5f25616046ce290,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/product_scoreboard.csv,79b433f3335b5eac,da834b28ebee5465,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/proteomics_gain.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/registered_prediction_D018.csv,229fb5207e63a478,9529b2e6dd47c56c,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/regulation_counterfactual.csv,fa09eee8c837d055,b1821a717c3e6870,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/regulation_depth_sweep.csv,fa09eee8c837d055,b1821a717c3e6870,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/regulation_module_reach.csv,fa09eee8c837d055,b1821a717c3e6870,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/regulation_product_range.csv,fa09eee8c837d055,b1821a717c3e6870,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/regulation_task_priority.csv,fa09eee8c837d055,b1821a717c3e6870,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/scenario_predictions.csv,98117b93aa25fe44,4939229e3bbdf515,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/sensor_characterisation.csv,f1402a33f1a5fee4,8bd9f296edd21183,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/sensor_crosstalk.csv,0e0df4476e7174b9,81d950320cc48792,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/split_manifest.csv,d03a547d79a3277f,ba57f333b63d7e8a,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/split_manifest_summary.csv,5080795f456e4c82,203792684ba1ba73,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/stress_diversion.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/stress_model_build.npz,69bd793b1f59fa70,d548fc234a224666,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/stress_model_three_sensor.npz,69bd793b1f59fa70,d548fc234a224666,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/stress_model_wide.npz,69bd793b1f59fa70,d548fc234a224666,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance stamped: outputs/stress_module_ledger.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance stamped: outputs/target_scoreboard.csv,a digest,unstamped,PASS,new table; re-stamp to bring it under the check
provenance matches code: outputs/thiolase_threshold.csv,597f9472dfca4f7d,bc37376573179bbc,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/training_recovery.csv,69bd793b1f59fa70,d548fc234a224666,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/training_transfer_build.csv,69bd793b1f59fa70,d548fc234a224666,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/training_transfer_three_sensor.csv,69bd793b1f59fa70,d548fc234a224666,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/training_transfer_wide.csv,69bd793b1f59fa70,d548fc234a224666,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
provenance matches code: outputs/transfer_by_stressor.csv,c9095bd420dfe114,a30c9f0adb8e7021,FAIL,"the code that writes this table has changed since the table was last built. Re-run the script, then --restamp. An mtime check cannot see this after a clone"
suite passes with no real data,"0 failed, 0 errors",not run,SKIP,costs a full suite run twice; pass --offline-suite
