pmid,title,journal,year,cited_in
28207166,A set of isomeric episomal plasmids for systematic examination of mitotic stability in Saccharomyces cerevisiae,Yeast,2017,src/ystwin/mech/population.py:275;src/ystwin/mech/population.py:282;src/ystwin/mech/population.py:310;src/ystwin/mech/population.py:346;src/ystwin/mech/population.py:826
28215528,A Systematic Evaluation of Methods for Tailoring Genome-Scale Metabolic Models,Cell Syst,2017,docs/research/STRESS_RULES.md:272
28365149,Absolute Quantification of Protein and mRNA Abundances Demonstrate Variability in Gene-Specific Translation Efficiency in Yeast,Cell Syst,2017,docs/research/STRESS_RULES.md:326;docs/research/STRESS_RULES.md:335
28418333,Nonlinear feedback drives homeostatic plasticity in H(2)O(2) stress response,Elife,2017,docs/CROSS_FAMILY.md:105;docs/research/PARAMETER_SOURCES.md:136;docs/research/PARAMETER_SOURCES.md:228;docs/research/PARAMETER_SOURCES.md:234;docs/research/PARAMETER_SOURCES.md:519;docs/research/PARAMETER_SOURCES.md:88;docs/superseded/pool-before-regulon.md:70;src/ystwin/generator/stress_panel.py:371;src/ystwin/mech/oxidative.py:228;src/ystwin/mech/oxidative.py:31;src/ystwin/mech/state.py:435
28513433,Distributing tasks via multiple input pathways increases cellular survival in stress,Elife,2017,docs/research/EXTERNAL_DATA.md:411
28520713,Combining inferred regulatory and reconstructed metabolic networks enhances phenotype prediction in yeast,PLoS Comput Biol,2017,docs/research/STRESS_RULES.md:289
28526017,The effect of hypoxia on the lipidome of recombinant Pichia pastoris,Microb Cell Fact,2017,tests/test_secretion_outlet.py:53
28540740,The Incomplete Glutathione Puzzle: Just Guessing at Numbers and Figures?,Antioxid Redox Signal,2017,docs/superseded/pool-before-regulon.md:84
28779005,Improving the phenotype predictions of a yeast genome-scale metabolic model by incorporating enzymatic constraints,Mol Syst Biol,2017,docs/CLAIM_BOUNDARY.md:76;docs/research/STRESS_RULES.md:259;docs/research/STRESS_RULES.md:284;docs/research/STRESS_RULES.md:297;docs/research/STRESS_RULES.md:298;docs/research/STRESS_RULES.md:299;docs/research/STRESS_RULES.md:300;docs/research/STRESS_RULES.md:302;docs/research/STRESS_RULES.md:303;docs/research/STRESS_RULES.md:329;docs/research/STRESS_RULES.md:502;docs/research/STRESS_RULES.md:57;docs/research/STRESS_RULES.md:584;src/ystwin/fba/audit.py:12;src/ystwin/pathway/flux.py:14
28854674,Increasing the intracellular isoprenoid pool in Saccharomyces cerevisiae by structural fine-tuning of a bifunctional farnesyl diphosphate synthase,FEMS Yeast Res,2017,docs/research/STRESS_RULES.md:441;docs/research/STRESS_RULES.md:583
28857745,Principles of cellular resource allocation revealed by condition-dependent proteome profiling,Elife,2017,docs/research/STRESS_RULES.md:133;docs/research/STRESS_RULES.md:141;docs/research/STRESS_RULES.md:574;src/ystwin/fba/stress_proteostasis.py:606;src/ystwin/fba/stress_proteostasis.py:95;src/ystwin/mech/burden.py:305;src/ystwin/mech/burden.py:342;src/ystwin/mech/burden.py:350;src/ystwin/mech/burden.py:378;src/ystwin/mech/burden.py:456;src/ystwin/mech/burden.py:680;tests/test_mech_burden.py:987;tests/test_stress_proteostasis.py:310
28986998,A synthetic biology approach to transform Yarrowia lipolytica into a competitive biotechnological producer of β-carotene,Biotechnol Bioeng,2018,docs/research/CALIBRATION_DATA.md:140;docs/research/CALIBRATION_DATA.md:376
29052760,Impact of plasmid architecture on stability and yEGFP3 reporter gene expression in a set of isomeric multicopy vectors in yeast,Appl Microbiol Biotechnol,2017,src/ystwin/mech/population.py:296;src/ystwin/mech/population.py:311
29118396,Engineering Saccharomyces cerevisiae for geranylgeraniol overproduction by combinatorial design,Sci Rep,2017,docs/research/STRESS_RULES.md:451
29161329,Comparative metabolomics profiling of engineered Saccharomyces cerevisiae lead to a strategy that improving β-carotene production by acetate supplementation,PLoS One,2017,docs/research/STRESS_RULES.md:364
29165698,Nuclear mRNA degradation tunes the gain of the unfolded protein response in Saccharomyces cerevisiae,Nucleic Acids Res,2018,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:694
29170968,Growth-Coupled Carotenoids Production Using Adaptive Laboratory Evolution,Methods Mol Biol,2018,docs/EXTERNAL_CAROTENOID_BOUND.md:726
29240790,Single-cell RNA sequencing reveals intrinsic and extrinsic regulatory heterogeneity in yeast responding to stress,PLoS Biol,2017,docs/research/STRESS_RULES.md:171;docs/research/STRESS_RULES.md:593
29304480,Mapping the phenotypic repertoire of the cytoplasmic 2-Cys peroxiredoxin - Thioredoxin system. 1. Understanding commonalities and differences among cell types,Redox Biol,2018,src/ystwin/mech/oxidative.py:227;src/ystwin/mech/oxidative.py:9
29320486,Systematic characterization of maturation time of fluorescent proteins in living cells,Nat Methods,2018,docs/research/EXTERNAL_DATA.md:359;docs/research/GENERALIZATION.md:472;docs/research/GENERALIZATION.md:710
29361130,A sigma factor toolbox for orthogonal gene expression in Escherichia coli,Nucleic Acids Res,2018,docs/SECOND_DATASET_HUNT.md:222
29361465,Unification of Protein Abundance Datasets Yields a Quantitative Saccharomyces cerevisiae Proteome,Cell Syst,2018,src/ystwin/mech/oxidative.py:507;src/ystwin/mech/upr.py:156;src/ystwin/mech/upr.py:315;src/ystwin/mech/upr.py:345
29377792,Hsp70-associated chaperones have a critical role in buffering protein production costs,Elife,2018,src/ystwin/mech/burden.py:203;src/ystwin/mech/burden.py:392;src/ystwin/mech/burden.py:72;tests/test_mech_burden.py:957
29393852,Hsf1 and Hsp70 constitute a two-component feedback loop that regulates the yeast heat shock response,Elife,2018,src/ystwin/mech/heat_zheng2016.py:161
29468122,A genetic screen for increasing metabolic flux in the isoprenoid pathway of Saccharomyces cerevisiae: Isolation of SPT15 mutants using the screen,Metab Eng Commun,2016,docs/EXTERNAL_CAROTENOID_BOUND.md:504;docs/EXTERNAL_CAROTENOID_BOUND.md:643;docs/EXTERNAL_CAROTENOID_BOUND.md:720
2960663,Heat-induced accumulation and futile cycling of trehalose in Saccharomyces cerevisiae,J Bacteriol,1987,src/ystwin/fba/stress_biomass.py:157;src/ystwin/fba/stress_biomass.py:256;src/ystwin/fba/stress_biomass.py:264;src/ystwin/mech/state.py:513
29643937,Endogenous lycopene improves ethanol production under acetic acid stress in Saccharomyces cerevisiae,Biotechnol Biofuels,2018,docs/research/STRESS_RULES.md:559;docs/research/STRESS_RULES.md:581
29649251,Linkage mapping of yeast cross protection connects gene expression variation to a higher-order organismal trait,PLoS Genet,2018,docs/research/STRESS_RULES.md:170;docs/research/STRESS_RULES.md:481;docs/research/STRESS_RULES.md:592
29784812,Distributed and dynamic intracellular organization of extracellular information,Proc Natl Acad Sci U S A,2018,docs/FINDINGS.md:693;docs/research/EXTERNAL_DATA.md:401;docs/research/STRESS_RULES.md:161;docs/research/STRESS_RULES.md:162;docs/research/STRESS_RULES.md:187;docs/research/STRESS_RULES.md:201;docs/research/STRESS_RULES.md:42;docs/research/STRESS_RULES.md:475;docs/research/STRESS_RULES.md:488;docs/research/STRESS_RULES.md:576
29789567,Precise control of SCRaMbLE in synthetic haploid and diploid yeast,Nat Commun,2018,docs/EXTERNAL_CAROTENOID_BOUND.md:721
29878053,Integrating proteomic or transcriptomic data into metabolic models using linear bound flux balance analysis,Bioinformatics,2018,docs/research/STRESS_RULES.md:269;docs/research/STRESS_RULES.md:331
29928012,Quantification of bacterial fluorescence using independent calibrants,PLoS One,2018,docs/research/EXTERNAL_DATA.md:302;docs/research/GENERALIZATION.md:348;docs/research/GENERALIZATION.md:702
30078561,Decoupling Yeast Cell Division and Stress Defense Implicates mRNA Repression in Translational Reallocation during Stress,Curr Biol,2018,docs/research/PARAMETER_SOURCES.md:421;docs/research/STRESS_RULES.md:109;docs/research/STRESS_RULES.md:111;docs/research/STRESS_RULES.md:115;docs/research/STRESS_RULES.md:139;docs/research/STRESS_RULES.md:143;docs/research/STRESS_RULES.md:36;docs/research/STRESS_RULES.md:475;docs/research/STRESS_RULES.md:478;docs/research/STRESS_RULES.md:574;docs/research/STRESS_RULES.md:579;docs/research/STRESS_RULES.md:85;docs/research/STRESS_RULES.md:86
30095406,Estimating the protein burden limit of yeast cells by measuring the expression limits of glycolytic proteins,Elife,2018,src/ystwin/mech/burden.py:755;src/ystwin/mech/burden.py:773
30138874,Modulation of gene expression by cocktail δ-integration to improve carotenoid production in Saccharomyces cerevisiae,Bioresour Technol,2018,docs/EXTERNAL_CAROTENOID_BOUND.md:124;docs/EXTERNAL_CAROTENOID_BOUND.md:180
30192227,Non-invasive measurement of mRNA decay reveals translation initiation as the major determinant of mRNA stability,Elife,2018,src/ystwin/mech/state.py:487;tests/test_mech_integrate.py:330
3025832,Cloning and characterization of the high-affinity cAMP phosphodiesterase of Saccharomyces cerevisiae,Proc Natl Acad Sci U S A,1986,src/ystwin/mech/carbon_williamson2009.py:322
3043194,ACE1 regulates expression of the Saccharomyces cerevisiae metallothionein gene,Mol Cell Biol,1988,docs/CITATION_AUDIT.md:106;docs/SOURCE_AUDIT.md:79;src/ystwin/generator/stress_panel.py:264
3062374,Protein sorting in Saccharomyces cerevisiae: isolation of mutants defective in the delivery and processing of multiple vacuolar hydrolases,Mol Cell Biol,1988,docs/CITATION_AUDIT.md:106;docs/SOURCE_AUDIT.md:79
30723675,Enzyme-fusion strategies for redirecting and improving carotenoid synthesis in S. cerevisiae,Metab Eng Commun,2019,docs/EXTERNAL_CAROTENOID_BOUND.md:125;docs/EXTERNAL_CAROTENOID_BOUND.md:375;docs/research/CALIBRATION_DATA.md:120
30858198,Reliable imaging of ATP in living budding and fission yeast,J Cell Sci,2019,docs/research/PARAMETER_SOURCES.md:599;src/ystwin/generator/stress_panel.py:580;src/ystwin/generator/stress_panel.py:90
30874502,Multiple decay events target HAC1 mRNA during splicing to regulate the unfolded protein response,Elife,2019,src/ystwin/mech/upr.py:390;src/ystwin/mech/upr.py:806
30886412,FPbase: a community-editable fluorescent protein database,Nat Methods,2019,docs/research/GENERALIZATION.md:211;docs/research/GENERALIZATION.md:725
30986217,Increasing consensus of context-specific metabolic models by integrating data-inferred cell functions,PLoS Comput Biol,2019,docs/research/STRESS_RULES.md:273
31323017,Assessing key decisions for transcriptomic data integration in biochemical networks,PLoS Comput Biol,2019,docs/research/STRESS_RULES.md:273;docs/research/STRESS_RULES.md:337
31380362,Build Your Bioprocess on a Solid Strain-β-Carotene Production in Recombinant Saccharomyces cerevisiae,Front Bioeng Biotechnol,2019,docs/EXTERNAL_CAROTENOID_BOUND.md:126;docs/EXTERNAL_CAROTENOID_BOUND.md:229;docs/EXTERNAL_CAROTENOID_BOUND.md:237;docs/EXTERNAL_CAROTENOID_BOUND.md:238;docs/EXTERNAL_CAROTENOID_BOUND.md:242;docs/EXTERNAL_CAROTENOID_BOUND.md:254;docs/HARD_TESTS.md:93;docs/MEASUREMENTS_NEEDED.md:235;docs/MEASUREMENTS_NEEDED.md:275;docs/MEASUREMENTS_NEEDED.md:905;docs/research/CALIBRATION_DATA.md:113;docs/research/CALIBRATION_DATA.md:174;docs/research/CALIBRATION_DATA.md:366;tests/test_absorbance_cannot_test_the_ceiling.py:14
31389622,Hyperoxidation of mitochondrial peroxiredoxin limits H(2) O(2) -induced cell death in yeast,EMBO J,2019,docs/superseded/pool-before-regulon.md:53;src/ystwin/generator/stress_panel.py:449
31395883,A consensus S. cerevisiae metabolic model Yeast8 and its ecosystem for comprehensively probing cellular metabolism,Nat Commun,2019,docs/research/STRESS_RULES.md:308
31405984,Energy metabolism controls phenotypes by protein efficiency and allocation,Proc Natl Acad Sci U S A,2019,docs/research/STRESS_RULES.md:137;docs/research/STRESS_RULES.md:306
31425603,Anaerobic growth of Saccharomyces cerevisiae CEN.PK113-7D does not depend on synthesis or supplementation of unsaturated fatty acids,FEMS Yeast Res,2019,src/ystwin/fba/stress_oxygen.py:217
31487889,Rhodotorula mucilaginosa C2.5t1 Modulates Carotenoid Content and CAR Genes Transcript Levels to Counteract the Pro-Oxidant Effect of Hydrogen Peroxide,Microorganisms,2019,docs/ARCHITECTURE.md:776;src/ystwin/bridge/stress_diversion.py:105;src/ystwin/bridge/stress_diversion.py:93
31586406,YEASTRACT+: a portal for cross-species comparative genomics of transcription regulation in yeasts,Nucleic Acids Res,2020,docs/research/PARAMETER_SOURCES.md:153;docs/research/PARAMETER_SOURCES.md:443
31595456,Beneficial mutations for carotenoid production identified from laboratory-evolved Saccharomyces cerevisiae,J Ind Microbiol Biotechnol,2019,docs/research/STRESS_RULES.md:366
31654410,"Physiological responses of Saccharomyces cerevisiae to industrially relevant conditions: Slow growth, low pH, and high CO(2) levels",Biotechnol Bioeng,2020,docs/ARCHITECTURE.md:766;src/ystwin/bridge/stress_diversion.py:64;src/ystwin/fba/stress_pools.py:208;tests/test_stress_diversion.py:203
31689467,Enhance production of diterpenoids in yeast by overexpression of the fused enzyme of ERG20 and its mutant mERG20,J Biotechnol,2020,docs/research/STRESS_RULES.md:452
31797920,The Escherichia coli transcriptome mostly consists of independently regulated modules,Nat Commun,2019,docs/research/PARAMETER_SOURCES.md:365;docs/research/PARAMETER_SOURCES.md:610;docs/research/STRESS_RULES.md:214
31843263,Weak Acid Permeation in Synthetic Lipid Vesicles and Across the Yeast Plasma Membrane,Biophys J,2020,src/ystwin/mech/ph.py:1515;src/ystwin/mech/ph.py:1673;src/ystwin/mech/ph.py:231;src/ystwin/mech/ph.py:306;src/ystwin/mech/ph.py:429;src/ystwin/mech/ph.py:687;src/ystwin/mech/ph.py:71;src/ystwin/mech/ph.py:733
32130885,Ultrasensitive Genetically Encoded Indicator for Hydrogen Peroxide Identifies Roles for the Oxidant in Cell Migration and Mitochondrial Function,Cell Metab,2020,docs/CITATION_AUDIT.md:111;docs/SOURCE_AUDIT.md:84;docs/research/PARAMETER_SOURCES.md:591;src/ystwin/generator/stress_panel.py:292;src/ystwin/generator/stress_panel.py:572
32160542,The RNA-Binding Protein Rasputin/G3BP Enhances the Stability and Translation of Its Target mRNAs,Cell Rep,2020,docs/CITATION_AUDIT.md:111;docs/SOURCE_AUDIT.md:84
32236768,Engineering a growth-phase-dependent biosynthetic pathway for carotenoid production in Saccharomyces cerevisiae,J Ind Microbiol Biotechnol,2020,docs/EXTERNAL_CAROTENOID_BOUND.md:127;docs/EXTERNAL_CAROTENOID_BOUND.md:225;docs/EXTERNAL_CAROTENOID_BOUND.md:389;docs/FINDINGS.md:903;docs/research/CALIBRATION_DATA.md:120
32272391,Production of xylose enriched hydrolysate from bioenergy sorghum and its conversion to β-carotene using an engineered Saccharomyces cerevisiae,Bioresour Technol,2020,docs/EXTERNAL_CAROTENOID_BOUND.md:128;docs/EXTERNAL_CAROTENOID_BOUND.md:233;docs/EXTERNAL_CAROTENOID_BOUND.md:234;docs/EXTERNAL_CAROTENOID_BOUND.md:236;docs/EXTERNAL_CAROTENOID_BOUND.md:356
32312967,Nitrogen limitation reveals large reserves in metabolic and translational capacities of yeast,Nat Commun,2020,docs/research/STRESS_RULES.md:307;docs/research/STRESS_RULES.md:312;docs/research/STRESS_RULES.md:59
32478054,Metabolic Engineering of Saccharomyces cerevisiae for Enhanced Carotenoid Production From Xylose-Glucose Mixtures,Front Bioeng Biotechnol,2020,docs/EXTERNAL_CAROTENOID_BOUND.md:721
32597660,Phosphoproteome Response to Dithiothreitol Reveals Unique Versus Shared Features of Saccharomyces cerevisiae Stress Responses,J Proteome Res,2020,docs/research/PARAMETER_SOURCES.md:229;docs/research/PARAMETER_SOURCES.md:275;docs/research/PARAMETER_SOURCES.md:514;docs/research/PARAMETER_SOURCES.md:91;src/ystwin/generator/stress_panel.py:346
32636824,Promoting the Synthesis of Precursor Substances by Overexpressing Hexokinase (Hxk) and Hydroxymethylglutaryl-CoA Synthase (Erg13) to Elevate β-Carotene Production in Engineered Yarrowia lipolytica,Front Microbiol,2020,docs/EXTERNAL_CAROTENOID_BOUND.md:727
32797268,Digital Twins and Their Role in Model-Assisted Design of Experiments,Adv Biochem Eng Biotechnol,2021,docs/research/STRESS_RULES.md:225
32817546,Proteome reallocation from amino acid biosynthesis to ribosomes enables yeast to grow faster in rich media,Proc Natl Acad Sci U S A,2020,docs/research/STRESS_RULES.md:136;docs/research/STRESS_RULES.md:574
32854500,FlopR: An Open Source Software Package for Calibration and Normalization of Plate Reader and Flow Cytometry Data,ACS Synth Biol,2020,docs/research/EXTERNAL_DATA.md:324
32903284,Assessment of transcriptomic constraint-based methods for central carbon flux inference,PLoS One,2020,docs/research/STRESS_RULES.md:270;docs/research/STRESS_RULES.md:321
32943734,Robust estimation of bacterial cell count from optical density,Commun Biol,2020,docs/research/EXTERNAL_DATA.md:292;docs/research/GENERALIZATION.md:351;docs/research/GENERALIZATION.md:706;docs/research/GENERATOR_REALISM.md:243
32995271,Developing a broad-range promoter set for metabolic engineering in the thermotolerant yeast Kluyveromyces marxianus,Metab Eng Commun,2020,docs/SECOND_DATASET_HUNT.md:220;scripts/score_all_products.py:109;tests/test_tal_pathway.py:129;tests/test_tal_pathway.py:7
33045728,iModulonDB: a knowledgebase of microbial transcriptional regulation derived from machine learning,Nucleic Acids Res,2021,docs/research/PARAMETER_SOURCES.md:365;docs/research/PARAMETER_SOURCES.md:613
33062054,Engineering endogenous ABC transporter with improving ATP supply and membrane flexibility enhances the secretion of β-carotene in Saccharomyces cerevisiae,Biotechnol Biofuels,2020,docs/EXTERNAL_CAROTENOID_BOUND.md:129;docs/EXTERNAL_CAROTENOID_BOUND.md:184;docs/research/CALIBRATION_DATA.md:118;docs/research/CALIBRATION_DATA.md:371;docs/research/STRESS_RULES.md:359;docs/research/STRESS_RULES.md:548;src/ystwin/fba/stress_heterologous.py:84
33102463,Engineering Saccharomyces cerevisiae for the Overproduction of β-Ionone and Its Precursor β-Carotene,Front Bioeng Biotechnol,2020,docs/EXTERNAL_CAROTENOID_BOUND.md:130;docs/EXTERNAL_CAROTENOID_BOUND.md:226;docs/FINDINGS.md:903;docs/research/CALIBRATION_DATA.md:114;docs/research/CALIBRATION_DATA.md:246;docs/research/CALIBRATION_DATA.md:367
33110148,Author Correction: Robust estimation of bacterial cell count from optical density,Commun Biol,2020,docs/research/EXTERNAL_DATA.md:292;docs/research/GENERALIZATION.md:352;docs/research/GENERALIZATION.md:706
33174065,The Kalman Filter for the Supervision of Cultivation Processes,Adv Biochem Eng Biotechnol,2021,docs/research/STRESS_RULES.md:222
33332529,Metabolic engineering of Saccharomyces cerevisiae for production of β-carotene from hydrophobic substrates,FEMS Yeast Res,2021,docs/EXTERNAL_CAROTENOID_BOUND.md:131;docs/EXTERNAL_CAROTENOID_BOUND.md:224;docs/EXTERNAL_CAROTENOID_BOUND.md:383;docs/FINDINGS.md:901;docs/HARD_TESTS.md:65;docs/MEASUREMENTS_NEEDED.md:225;docs/research/CALIBRATION_DATA.md:119;docs/research/CALIBRATION_DATA.md:372
33420025,Bayesian genome scale modelling identifies thermal determinants of yeast metabolism,Nat Commun,2021,docs/research/STRESS_RULES.md:286
33476034,Rapid and reversible cell volume changes in response to osmotic stress in yeast,Braz J Microbiol,2021,src/ystwin/mech/state.py:407
33498600,Transcriptome Analysis Reveals a Promotion of Carotenoid Production by Copper Ions in Recombinant Saccharomyces cerevisiae,Microorganisms,2021,docs/EXTERNAL_CAROTENOID_BOUND.md:721
33577550,Evaluating epidemic forecasts in an interval format,PLoS Comput Biol,2021,docs/CITATION_AUDIT.md:44
33605428,Production of β-carotene in Saccharomyces cerevisiae through altering yeast lipid metabolism,Biotechnol Bioeng,2021,docs/EXTERNAL_CAROTENOID_BOUND.md:132;docs/research/CALIBRATION_DATA.md:120
33616900,High-level β-carotene production from xylose by engineered Saccharomyces cerevisiae without overexpression of a truncated HMG1 (tHMG1),Biotechnol Bioeng,2020,docs/EXTERNAL_CAROTENOID_BOUND.md:133;docs/research/CALIBRATION_DATA.md:120
33654827,QUEEN-based Spatiotemporal ATP Imaging in Budding and Fission Yeast,Bio Protoc,2019,docs/CITATION_AUDIT.md:42;docs/CITATION_AUDIT.md:70;docs/CITATION_AUDIT.md:74;docs/research/PARAMETER_SOURCES.md:246;docs/research/PARAMETER_SOURCES.md:601;src/ystwin/generator/stress_panel.py:581
33716616,Parameter and state estimation of backers yeast cultivation with a gas sensor array and unscented Kalman filter,Eng Life Sci,2021,docs/research/STRESS_RULES.md:222;docs/research/STRESS_RULES.md:578
33746920,Elevated β-Carotene Production Using Codon-Adapted CarRA&B and Metabolic Balance in Engineered Yarrowia lipolytica,Front Microbiol,2021,docs/EXTERNAL_CAROTENOID_BOUND.md:727
33836000,A novel yeast hybrid modeling framework integrating Boolean and enzyme-constrained networks enables exploration of the interplay between signaling and metabolism,PLoS Comput Biol,2021,docs/research/STRESS_RULES.md:287;docs/research/STRESS_RULES.md:332
34047633,The Yeast eIF2 Kinase Gcn2 Facilitates H(2)O(2)-Mediated Feedback Inhibition of Both Protein Synthesis and Endoplasmic Reticulum Oxidative Folding during Recombinant Protein Production,Appl Environ Microbiol,2021,docs/CITATION_AUDIT.md:169;docs/research/UPR_ANCHOR.md:653;src/ystwin/citations.py:46
34097703,Comparative analysis of three studies measuring fluorescence from engineered bacterial genetic constructs,PLoS One,2021,docs/research/GENERALIZATION.md:354;docs/research/GENERALIZATION.md:708
34118234,A comparison of Prx- and OxyR-based H(2)O(2) probes expressed in S. cerevisiae,J Biol Chem,2021,docs/superseded/pool-before-regulon.md:41;docs/superseded/pool-before-regulon.md:67;src/ystwin/generator/stress_panel.py:328;src/ystwin/generator/stress_panel.py:382;src/ystwin/mech/oxidative.py:280;src/ystwin/mech/params.py:59;tests/test_mech_params.py:212;tests/test_mech_params.py:217;tests/test_mech_params.py:221;tests/test_mech_params.py:285;tests/test_mech_params.py:337;tests/test_mech_params.py:91;tests/test_per_module_potency.py:58;tests/test_stress_panel.py:72
34268298,Combined Biosynthetic Pathway Engineering and Storage Pool Expansion for High-Level Production of Ergosterol in Industrial Saccharomyces cerevisiae,Front Bioeng Biotechnol,2021,docs/EXTERNAL_CAROTENOID_BOUND.md:728
34477863,Development of an Haa1-based biosensor for acetic acid sensing in Saccharomyces cerevisiae,FEMS Yeast Res,2021,src/ystwin/mech/ph.py:1519;src/ystwin/mech/ph.py:579;src/ystwin/mech/ph.py:678
34495680,Modeling and analysis of the macronutrient signaling network in budding yeast,Mol Biol Cell,2021,src/ystwin/mech/contracts.py:253
34690947,Metabolic Engineering of Non-carotenoid-Producing Yeast Yarrowia lipolytica for the Biosynthesis of Zeaxanthin,Front Microbiol,2021,docs/EXTERNAL_CAROTENOID_BOUND.md:727
34750373,Structure and activation mechanism of the hexameric plasma membrane H(+)-ATPase,Nat Commun,2021,src/ystwin/mech/ph.py:545
34839828,Exploring the associations between transcript levels and fluxes in constraint-based models of metabolism,BMC Bioinformatics,2021,docs/research/STRESS_RULES.md:271;docs/research/STRESS_RULES.md:322;docs/research/STRESS_RULES.md:56
34865010,Novel carotenogenic gene combinations from red yeasts enhanced lycopene and beta-carotene production in Saccharomyces cerevisiae from the low-cost substrate sucrose,FEMS Yeast Res,2021,docs/EXTERNAL_CAROTENOID_BOUND.md:726
34983533,Dual regulation of lipid droplet-triacylglycerol metabolism and ERG9 expression for improved β-carotene production in Saccharomyces cerevisiae,Microb Cell Fact,2022,docs/EXTERNAL_CAROTENOID_BOUND.md:134;docs/EXTERNAL_CAROTENOID_BOUND.md:232;docs/research/STRESS_RULES.md:408;docs/research/STRESS_RULES.md:440;docs/research/STRESS_RULES.md:455;docs/research/STRESS_RULES.md:483;docs/research/STRESS_RULES.md:582
34985696,Detection of HAC1 mRNA Splicing by RT-PCR in Saccharomyces cerevisiae,Methods Mol Biol,2022,docs/SOURCE_AUDIT.md:504;src/ystwin/generator/literature.py:72
34985697,Detecting the Non-conventional mRNA Splicing and Translational Activation of HAC1 in Budding Yeast,Methods Mol Biol,2022,docs/SOURCE_AUDIT.md:504;src/ystwin/generator/literature.py:72
35024023,"Improving carotenoid production in recombinant yeast, Saccharomyces cerevisiae, using ultrasound-irradiated two-phase extractive fermentation",Eng Life Sci,2022,docs/EXTERNAL_CAROTENOID_BOUND.md:135
35069506,Real-Time Monitoring of the Yeast Intracellular State During Bioprocesses With a Toolbox of Biosensors,Front Microbiol,2021,docs/research/STRESS_RULES.md:193;docs/research/STRESS_RULES.md:203;docs/research/STRESS_RULES.md:45;docs/research/STRESS_RULES.md:530
35145105,Whole-cell modeling in yeast predicts compartment-specific proteome constraints that drive metabolic strategies,Nat Commun,2022,docs/FINDINGS.md:975;docs/research/STRESS_RULES.md:304;docs/research/STRESS_RULES.md:311;docs/research/STRESS_RULES.md:584;src/ystwin/bridge/regulation.py:462
35163590,Induction of the Unfolded Protein Response at High Temperature in Saccharomyces cerevisiae,Int J Mol Sci,2022,docs/SOURCE_AUDIT.md:387;docs/research/UPR_ANCHOR.md:636
35180343,Systematic In Vivo Characterization of Fluorescent Protein Maturation in Budding Yeast,ACS Synth Biol,2022,docs/research/EXTERNAL_DATA.md:340;docs/research/GENERALIZATION.md:205;docs/research/GENERALIZATION.md:714;src/ystwin/mech/state.py:499;tests/test_mech_integrate.py:337
35228260,Growth-rate-dependent and nutrient-specific gene expression resource allocation in fission yeast,Life Sci Alliance,2022,docs/research/STRESS_RULES.md:138
35300487,Developing Multi-Copy Chromosomal Integration Strategies for Heterologous Biosynthesis of Caffeic Acid in Saccharomyces cerevisiae,Front Microbiol,2022,docs/SECOND_DATASET_HUNT.md:221;docs/SECOND_DATASET_HUNT.md:300;scripts/score_all_products.py:115
35346204,"Biosensor-driven, model-based optimization of the orthogonally expressed naringenin biosynthesis pathway",Microb Cell Fact,2022,docs/SECOND_DATASET_HUNT.md:222;docs/SECOND_DATASET_HUNT.md:302;scripts/score_all_products.py:117
35429225,pH dependencies of glycolytic enzymes of yeast under in vivo-like assay conditions,FEBS J,2022,src/ystwin/mech/ph.py:1229;src/ystwin/mech/ph.py:1260;src/ystwin/mech/ph.py:369;src/ystwin/mech/ph.py:38;tests/test_mech_ph.py:918
35485947,Massive expression of cysteine-containing proteins causes abnormal elongation of yeast cells by perturbing the proteasome,G3 (Bethesda),2022,src/ystwin/mech/burden.py:758
35547038,Exchanging the order of carotenogenic genes linked by porcine teschovirus-1 2A peptide enable to optimize carotenoid metabolic pathway in Saccharomyces cerevisiae,RSC Adv,2018,docs/EXTERNAL_CAROTENOID_BOUND.md:498;docs/EXTERNAL_CAROTENOID_BOUND.md:499;docs/EXTERNAL_CAROTENOID_BOUND.md:500;docs/EXTERNAL_CAROTENOID_BOUND.md:720
35595797,Proteome allocations change linearly with the specific growth rate of Saccharomyces cerevisiae under glucose limitation,Nat Commun,2022,docs/research/EXTERNAL_DATA.md:433;docs/research/STRESS_RULES.md:132;docs/research/STRESS_RULES.md:135;docs/research/STRESS_RULES.md:141;docs/research/STRESS_RULES.md:336;docs/research/STRESS_RULES.md:574
35617352,Analysing and meta-analysing time-series data of microbial growth and gene expression from plate readers,PLoS Comput Biol,2022,docs/research/EXTERNAL_DATA.md:232
35671979,Efficient production of retinol in Yarrowia lipolytica by increasing stability using antioxidant and detergent extraction,Metab Eng,2022,docs/research/STRESS_RULES.md:369
35699140,"Orange protein, phytoene synthase regulator, has protein disulfide reductase activity",Plant Signal Behav,2022,docs/research/KINETIC_FIT.md:211
35773252,Reconstruction of a catalogue of genome-scale metabolic models with enzymatic constraints using GECKO 2.0,Nat Commun,2022,docs/research/HYBRID_METHODS.md:421;docs/research/STRESS_RULES.md:285;docs/research/STRESS_RULES.md:330;docs/research/STRESS_RULES.md:431;docs/research/STRESS_RULES.md:584
35781205,Engineering of Promoters for Gene Expression in Pichia pastoris,Methods Mol Biol,2022,docs/research/PARAMETER_SOURCES.md:381;docs/research/PARAMETER_SOURCES.md:621
